province;red;green;blue;x;x
10483;136;138;169;;x
10484;178;141;42;;x
10485;10;144;170;;x
10486;52;147;43;;x
10487;94;150;171;;x
10488;136;153;44;;x
10489;178;156;172;;x
10490;10;159;45;;x
10491;52;162;173;;x
10492;94;165;46;;x
10493;136;168;174;;x
10494;178;171;47;;x
10495;10;174;175;;x
10496;52;177;48;;x
10497;94;180;176;;x
10498;136;183;49;;x
10499;178;186;177;;x
10500;0;0;232;;x
10501;1;0;236;;x
10502;2;0;240;;x
10503;3;0;244;;x
10504;4;0;248;;x
10505;5;0;232;;x
10506;6;0;236;;x
10507;7;0;240;;x
10508;8;0;244;;x
10509;9;0;248;;x
10510;10;0;232;;x
10511;11;0;236;;x
10512;12;0;240;;x
10513;13;0;244;;x
10514;14;0;248;;x
10515;15;0;232;;x
10516;16;0;236;;x
10517;17;0;240;;x
10518;18;0;244;;x
10519;19;0;248;;x
10520;20;0;232;;x
10521;21;0;236;;x
10522;22;0;240;;x
10523;23;0;244;;x
10524;24;0;248;;x
10525;25;0;232;;x
10526;26;0;236;;x
10527;27;0;240;;x
10528;28;0;244;;x
10529;29;0;248;;x
10530;30;0;232;;x
10531;31;0;236;;x
10532;32;0;240;;x
10533;33;0;244;;x
10534;34;0;248;;x
10535;35;0;232;;x
10536;36;0;236;;x
10537;37;0;240;;x
10538;38;0;244;;x
10539;39;0;248;;x
10540;40;0;232;;x
10541;41;0;236;;x
10542;42;0;240;;x
10543;43;0;244;;x
10544;44;0;248;;x
10545;45;0;232;;x
10546;46;0;236;;x
10547;47;0;240;;x
10548;48;0;244;;x
10549;49;0;248;;x
10550;50;0;232;;x
10551;51;0;236;;x
10552;52;0;240;;x
10553;53;0;244;;x
10554;54;0;248;;x
10555;55;0;232;;x
10556;56;0;236;;x
10557;57;0;240;;x
10558;58;0;244;;x
10559;59;0;248;;x
10560;60;0;232;;x
10561;61;0;236;;x
10562;62;0;240;;x
10563;63;0;244;;x
10564;64;0;248;;x
10565;65;0;232;;x
10566;66;0;236;;x
10567;67;0;240;;x
10568;68;0;244;;x
10569;69;0;248;;x
10570;70;0;232;;x
10571;71;0;236;;x
10572;72;0;240;;x
10573;73;0;244;;x
10574;74;0;248;;x
10575;75;0;232;;x
10576;76;0;236;;x
10577;77;0;240;;x
10578;78;0;244;;x
10579;79;0;248;;x
10580;80;0;232;;x
10581;81;0;236;;x
10582;82;0;240;;x
10583;83;0;244;;x
10584;84;0;248;;x
10585;85;0;232;;x
10586;86;0;236;;x
10587;87;0;240;;x
10588;88;0;244;;x
10589;89;0;248;;x
10590;90;0;232;;x
10591;91;0;236;;x
10592;92;0;240;;x
10593;93;0;244;;x
10594;94;0;248;;x
10595;95;0;232;;x
10596;96;0;236;;x
10597;97;0;240;;x
10598;98;0;244;;x
10599;99;0;248;;x
10600;100;0;232;;x
10601;101;0;236;;x
10602;102;0;240;;x
10603;103;0;244;;x
10604;104;0;248;;x
10605;105;0;232;;x
10606;106;0;236;;x
10607;107;0;240;;x
10608;108;0;244;;x
10609;109;0;248;;x
10610;110;0;232;;x
10611;111;0;236;;x
10612;112;0;240;;x
10613;113;0;244;;x
10614;114;0;248;;x
10615;115;0;232;;x
10616;116;0;236;;x
10617;117;0;240;;x
10618;118;0;244;;x
10619;119;0;248;;x
10620;120;2;232;;x
10621;121;2;236;;x
10622;122;2;240;;x
10623;123;2;244;;x
10624;124;2;248;;x
10625;125;2;232;;x
10626;126;2;236;;x
10627;255;1;40;;x
10628;255;2;120;;x
10629;255;3;160;;x
10630;255;4;40;;x
10631;255;5;120;;x
10632;255;6;160;;x
10633;255;7;40;;x
10634;255;8;120;;x
10635;255;9;160;;x
10636;255;10;40;;x
10637;255;11;120;;x
10638;255;12;160;;x
10639;255;13;40;;x
10640;255;14;120;;x
10641;255;15;160;;x
10642;255;16;40;;x
10643;255;17;120;;x
10644;255;18;160;;x
10645;255;19;40;;x
10646;255;20;120;;x
10647;255;21;160;;x
10648;255;22;40;;x
10649;255;23;120;;x
10650;255;24;160;;x
10651;255;25;40;;x
10652;255;26;120;;x
10653;255;27;160;;x
10654;255;28;40;;x
10655;255;29;120;;x
10656;255;30;160;;x
10657;255;31;40;;x
10658;255;32;120;;x
10659;255;33;160;;x
10660;255;34;40;;x
10661;255;35;160;;x
10662;255;36;120;;x
10663;255;37;40;;x
10664;255;38;120;;x
10665;255;39;160;;x
10666;255;40;40;;x
10667;255;41;120;;x
10668;255;42;160;;x
10669;255;43;40;;x
10670;255;44;120;;x
10671;255;45;160;;x
10672;255;46;40;;x
10673;255;47;120;;x
10674;255;48;160;;x
10675;255;49;40;;x
10676;255;50;120;;x
10677;255;51;160;;x
10678;255;52;40;;x
10679;255;53;120;;x
10680;255;54;160;;x
10681;255;55;40;;x
10682;255;56;120;;x
10683;255;57;160;;x
10684;255;58;40;;x
10685;255;59;120;;x
10686;255;60;160;;x
10687;0;2;240;;x
10688;1;2;244;;x
10689;2;2;248;;x
10690;3;2;232;;x
10691;4;2;236;;x
10692;5;2;240;;x
10693;6;2;244;;x
10694;7;2;248;;x
10695;8;2;232;;x
10696;9;2;236;;x
10697;10;2;240;;x
10698;11;2;244;;x
10699;12;2;248;;x
10700;13;2;232;;x
10701;14;2;236;;x
10702;15;2;240;;x
10703;16;2;244;;x
10704;17;2;248;;x
10705;18;2;232;;x
10706;19;2;236;;x
10707;20;2;240;;x
10708;21;2;244;;x
10709;22;2;248;;x
10710;23;2;232;;x
10711;24;2;236;;x
10712;25;2;240;;x
10713;26;2;244;;x
10714;27;2;248;;x
10715;28;2;232;;x
10716;29;2;236;;x
10717;30;2;240;;x
10718;31;2;244;;x
10719;32;2;248;;x
10720;33;2;232;;x
10721;34;2;236;;x
10722;35;2;240;;x
10723;36;2;244;;x
10724;37;2;248;;x
10725;38;2;232;;x
10726;39;2;236;;x
10727;40;2;240;;x
10728;41;2;244;;x
10729;42;2;248;;x
10730;43;2;232;;x
10731;44;2;236;;x
10732;45;2;240;;x
10733;46;2;244;;x
10734;47;2;248;;x
10735;48;2;236;;x
10736;49;2;236;;x
10737;50;2;240;;x
10738;51;2;244;;x
10739;52;2;248;;x
10740;53;2;232;;x
10741;54;2;236;;x
10742;55;2;240;;x
10743;56;2;244;;x
10744;57;2;248;;x
10745;58;2;232;;x
10746;59;2;236;;x
10747;60;2;240;;x
10748;61;2;244;;x
10749;62;2;248;;x
10750;63;2;232;;x
10751;64;2;236;;x
10752;65;2;240;;x
10753;66;2;244;;x
10754;67;2;248;;x
10755;68;2;232;;x
10756;69;2;236;;x
10757;70;2;240;;x
10758;71;2;244;;x
10759;72;2;248;;x
10760;73;2;232;;x
10761;74;2;236;;x
10762;75;2;240;;x
10763;76;2;244;;x
10764;77;2;248;;x
10765;78;2;232;;x
10766;79;2;236;;x
10767;80;2;240;;x
10768;81;2;244;;x
10769;82;2;248;;x
10770;83;2;232;;x
10771;84;2;236;;x
10772;85;2;240;;x
10773;86;2;244;;x
10774;87;2;248;;x
10775;88;2;232;;x
10776;89;2;236;;x
10777;90;2;240;;x
10778;91;2;244;;x
10779;92;2;248;;x
10780;93;2;232;;x
10781;94;2;236;;x
10782;95;2;240;;x
10783;96;2;244;;x
10784;97;2;248;;x
10785;98;2;232;;x
10786;99;2;236;;x
10787;100;2;240;;x
10788;101;2;244;;x
10789;102;2;248;;x
10790;103;2;232;;x
10791;104;2;236;;x
10792;105;2;240;;x
10793;106;2;244;;x
10794;107;2;248;;x
10795;108;2;232;;x
10796;109;2;236;;x
10797;110;2;240;;x
10798;111;2;244;;x
10799;112;2;248;;x
10800;113;4;232;;x
10801;114;4;236;;x
10802;115;4;240;;x
10803;116;4;244;;x
10804;117;4;248;;x
10805;118;4;232;;x
10806;119;4;236;;x
10807;120;4;240;;x
10808;121;4;244;;x
10809;122;4;248;;x
10810;123;4;232;;x
10811;124;4;236;;x
10812;125;4;240;;x
10813;126;4;244;;x
10814;0;4;248;;x
10815;1;4;232;;x
10816;2;4;236;;x
10817;3;4;240;;x
10818;4;4;244;;x
10819;5;4;244;;x
10820;6;4;232;;x
10821;7;4;236;;x
10822;8;4;240;;x
10823;9;4;244;;x
10824;10;4;248;;x
10825;11;4;232;;x
10826;12;4;236;;x
10827;13;4;240;;x
10828;14;4;244;;x
10829;15;4;248;;x
10830;16;4;232;;x
10831;17;4;236;;x
10832;18;4;240;;x
10833;19;4;244;;x
10834;20;4;248;;x
10835;21;4;232;;x
10836;22;4;236;;x
10837;23;4;240;;x
10838;24;4;244;;x
10839;25;4;248;;x
10840;26;4;232;;x
10841;27;4;236;;x
10842;28;4;240;;x
10843;29;4;244;;x
10844;30;4;248;;x
10845;31;4;232;;x
10846;32;4;236;;x
10847;33;4;240;;x
10848;34;4;244;;x
10849;35;4;248;;x
10850;36;4;232;;x
10851;37;4;236;;x
10852;38;4;240;;x
10853;39;4;244;;x
10854;40;4;248;;x
10855;41;4;232;;x
10856;42;4;236;;x
10857;43;4;240;;x
10858;44;4;244;;x
10859;45;4;248;;x
10860;46;4;232;;x
10861;47;4;236;;x
10862;48;4;240;;x
10863;49;4;244;;x
10864;50;4;248;;x
10865;51;4;232;;x
10866;52;4;236;;x
10867;53;4;240;;x
10868;54;4;244;;x
10869;55;4;248;;x
10870;56;4;232;;x
10871;57;4;236;;x
10872;58;4;240;;x
10873;59;4;244;;x
10874;60;4;248;;x
10875;61;4;232;;x
10876;62;4;236;;x
10877;63;4;240;;x
10878;64;4;244;;x
10879;65;4;248;;x
10880;66;4;232;;x
10881;67;4;236;;x
10882;68;4;240;;x
10883;69;4;244;;x
10884;70;4;248;;x
10885;71;4;232;;x
10886;72;4;236;;x
10887;73;4;240;;x
10888;74;4;244;;x
10889;75;4;248;;x
10890;76;4;236;;x
10891;77;4;236;;x
10892;78;4;240;;x
10893;79;4;244;;x
10894;80;4;248;;x
10895;81;4;232;;x
10896;82;4;236;;x
10897;83;4;240;;x
10898;84;4;244;;x
10899;85;4;248;;x
10900;86;4;232;;x
10901;87;4;236;;x
10902;88;4;240;;x
10903;89;4;244;;x
10904;90;4;248;;x
10905;91;4;232;;x
10906;92;4;236;;x
10907;93;4;240;;x
10908;94;4;244;;x
10909;95;4;248;;x
10910;96;4;232;;x
10911;97;4;236;;x
10912;98;4;240;;x
10913;99;4;244;;x
10914;100;4;248;;x
10915;101;4;232;;x
10916;102;4;236;;x
10917;103;4;240;;x
10918;104;4;244;;x
10919;105;4;248;;x
10920;106;6;232;;x
10921;107;6;236;;x
10922;108;6;240;;x
10923;109;6;244;;x
10924;110;6;248;;x
10925;111;6;232;;x
10926;112;6;236;;x
10927;113;6;244;;x
10928;114;6;244;;x
10929;115;6;248;;x
10930;116;6;232;;x
10931;117;6;236;;x
10932;118;6;240;;x
10933;119;6;244;;x
10934;120;6;248;;x
10935;121;6;232;;x
10936;122;6;236;;x
10937;123;6;240;;x
10938;124;6;244;;x
10939;125;6;248;;x
10940;126;6;232;;x
10941;0;6;236;;x
10942;1;6;240;;x
10943;2;6;244;;x
10944;3;6;248;;x
10945;4;6;232;;x
10946;5;6;236;;x
10947;6;6;240;;x
10948;7;6;244;;x
10949;8;6;248;;x
10950;9;6;232;;x
10951;10;6;236;;x
10952;11;6;240;;x
10953;12;6;244;;x
10954;13;6;248;;x
10955;14;6;232;;x
10956;15;6;236;;x
10957;16;6;240;;x
10958;17;6;244;;x
10959;18;6;248;;x
10960;19;6;232;;x
10961;20;6;236;;x
10962;21;6;240;;x
10963;22;6;244;;x
10964;23;6;248;;x
10965;24;6;232;;x
10966;25;6;236;;x
10967;26;6;240;;x
10968;27;6;244;;x
10969;28;6;248;;x
10970;29;6;232;;x
10971;30;6;236;;x
10972;31;6;240;;x
10973;32;6;244;;x
10974;33;6;248;;x
10975;34;6;232;;x
10976;35;6;236;;x
10977;36;6;240;;x
10978;37;6;244;;x
10979;38;6;248;;x
10980;39;6;232;;x
10981;40;6;236;;x
10982;41;6;240;;x
10983;42;6;244;;x
10984;43;6;248;;x
10985;44;6;232;;x
10986;45;6;236;;x
10987;46;6;240;;x
10988;47;6;244;;x
10989;48;6;248;;x
10990;49;6;232;;x
10991;50;6;236;;x
10992;51;6;240;;x
10993;52;6;244;;x
10994;53;6;248;;x
10995;54;6;232;;x
10996;55;6;236;;x
10997;56;6;240;;x
10998;57;6;244;;x
10999;58;6;248;;x
11000;59;6;232;;x
11001;60;6;236;;x
11002;61;6;240;;x
11003;62;6;244;;x
11004;63;6;248;;x
11005;64;6;232;;x
11006;65;6;236;;x
11007;66;6;240;;x
11008;67;6;244;;x
11009;68;6;248;;x
11010;69;6;232;;x
11011;70;6;236;;x
11012;71;6;240;;x
11013;72;6;244;;x
11014;73;6;248;;x
11015;74;6;232;;x
11016;75;6;236;;x
11017;76;6;240;;x
11018;77;6;244;;x
11019;78;6;248;;x
11020;79;6;232;;x
11021;80;6;236;;x
11022;81;6;240;;x
11023;82;6;244;;x
11024;83;6;248;;x
11025;84;6;232;;x
11026;85;6;236;;x
11027;86;6;240;;x
11028;87;6;244;;x
11029;88;6;248;;x
11030;89;6;232;;x
11031;90;6;236;;x
11032;91;6;240;;x
11033;92;6;244;;x
11034;93;6;248;;x
11035;94;6;232;;x
11036;95;6;236;;x
11037;96;6;240;;x
11038;97;6;244;;x
11039;98;6;248;;x
11040;99;8;232;;x
11041;100;8;236;;x
11042;101;8;240;;x
11043;102;8;244;;x
11044;103;8;248;;x
11045;104;8;232;;x
11046;105;8;236;;x
11047;106;8;240;;x
11048;107;8;244;;x
11049;108;8;248;;x
11050;109;8;232;;x
11051;110;8;236;;x
11052;111;8;240;;x
11053;112;8;244;;x
11054;113;8;248;;x
11055;114;8;232;;x
11056;115;8;236;;x
11057;116;8;240;;x
11058;117;8;244;;x
11059;118;8;248;;x
11060;119;8;232;;x
11061;120;8;236;;x
11062;121;8;240;;x
11063;122;8;244;;x
11064;123;8;248;;x
11065;124;8;232;;x
11066;125;8;236;;x
11067;126;8;240;;x
11068;0;8;244;;x
11069;1;8;248;;x
11070;2;8;232;;x
11071;3;8;236;;x
11072;4;8;240;;x
11073;5;8;244;;x
11074;6;8;248;;x
11075;7;8;232;;x
11076;8;8;236;;x
11077;9;8;240;;x
11078;10;8;244;;x
11079;11;8;248;;x
11080;12;8;232;;x
11081;13;8;236;;x
11082;14;8;240;;x
11083;15;8;244;;x
11084;16;8;248;;x
11085;17;8;232;;x
11086;18;8;236;;x
11087;19;8;240;;x
11088;20;8;244;;x
11089;21;8;248;;x
11090;22;8;232;;x
11091;23;8;236;;x
11092;24;8;240;;x
11093;25;8;244;;x
11094;26;8;248;;x
11095;27;8;232;;x
11096;28;8;236;;x
11097;29;8;240;;x
11098;30;8;244;;x
11099;31;8;248;;x
11100;32;8;232;;x
11101;33;8;236;;x
11102;34;8;240;;x
11103;35;8;244;;x
11104;36;8;248;;x
11105;37;8;232;;x
11106;38;8;236;;x
11107;39;8;240;;x
11108;40;8;244;;x
11109;41;8;248;;x
11110;42;8;232;;x
11111;43;8;236;;x
11112;44;8;240;;x
11113;45;8;244;;x
11114;46;8;248;;x
11115;47;8;232;;x
11116;48;8;236;;x
11117;49;8;240;;x
11118;50;8;244;;x
11119;51;8;248;;x
11120;52;8;232;;x
11121;53;8;236;;x
11122;54;8;240;;x
11123;55;8;244;;x
11124;56;8;248;;x
11125;57;8;232;;x
11126;58;8;236;;x
11127;59;8;240;;x
11128;60;8;244;;x
11129;61;8;248;;x
11130;62;8;232;;x
11131;63;8;236;;x
11132;64;8;240;;x
11133;65;8;244;;x
11134;66;8;248;;x
11135;67;8;232;;x
11136;68;8;236;;x
11137;69;8;240;;x
11138;70;8;244;;x
11139;71;8;248;;x
11140;72;8;232;;x
11141;73;8;236;;x
11142;74;8;240;;x
11143;75;8;244;;x
11144;76;8;248;;x
11145;77;8;232;;x
11146;78;8;236;;x
11147;79;8;240;;x
11148;80;8;244;;x
11149;81;8;248;;x
11150;82;8;232;;x
11151;83;8;236;;x
11152;84;8;240;;x
11153;85;8;244;;x
11154;86;8;248;;x
11155;87;8;232;;x
11156;88;8;236;;x
11157;89;8;240;;x
11158;90;8;244;;x
11159;91;8;248;;x
11160;92;10;232;;x
11161;93;10;236;;x
11162;94;10;240;;x
11163;95;10;244;;x
11164;96;10;248;;x
11165;97;10;232;;x
11166;98;10;236;;x
11167;99;10;240;;x
11168;100;10;244;;x
11169;101;10;248;;x
11170;102;10;232;;x
11171;103;10;236;;x
11172;104;10;240;;x
11173;105;10;244;;x
11174;106;10;248;;x
11175;107;10;232;;x
11176;108;10;236;;x
11177;109;10;240;;x
11178;110;10;244;;x
11179;111;10;248;;x
11180;112;10;232;;x
11181;113;10;236;;x
11182;114;10;240;;x
11183;115;10;244;;x
11184;116;10;248;;x
11185;117;10;232;;x
11186;118;10;236;;x
11187;119;10;240;;x
11188;120;10;244;;x
11189;121;10;248;;x
11190;122;10;232;;x
11191;123;10;236;;x
11192;124;10;240;;x
11193;125;10;244;;x
11194;126;10;248;;x
11195;0;10;232;;x
11196;1;10;236;;x
11197;2;10;240;;x
11198;3;10;244;;x
11199;4;10;248;;x
11200;5;10;232;;x
11201;6;10;236;;x
11202;7;10;240;;x
11203;8;10;244;;x
11204;9;10;248;;x
11205;10;10;232;;x
11206;11;10;236;;x
11207;12;10;240;;x
11208;13;10;244;;x
11209;14;10;248;;x
11210;15;10;232;;x
11211;16;10;236;;x
11212;17;10;240;;x
11213;18;10;244;;x
11214;19;10;248;;x
11215;20;10;232;;x
11216;21;10;236;;x
11217;22;10;240;;x
11218;23;10;244;;x
11219;24;10;248;;x
11220;25;10;232;;x
11221;26;10;236;;x
11222;27;10;240;;x
11223;28;10;244;;x
11224;29;10;248;;x
11225;30;10;232;;x
11226;31;10;236;;x
11227;32;10;240;;x
11228;33;10;244;;x
11229;34;10;248;;x
11230;35;10;232;;x
11231;36;10;236;;x
11232;37;10;240;;x
11233;38;10;244;;x
11234;39;10;248;;x
11235;40;10;232;;x
11236;41;10;236;;x
11237;42;10;240;;x
11238;43;10;244;;x
11239;44;10;248;;x
11240;45;10;232;;x
11241;46;10;236;;x
11242;47;10;240;;x
11243;48;10;244;;x
11244;49;10;248;;x
11245;50;10;232;;x
11246;51;10;236;;x
11247;52;10;240;;x
11248;53;10;244;;x
11249;54;10;248;;x
11250;55;10;232;;x
11251;56;10;236;;x
11252;57;10;240;;x
11253;58;10;244;;x
11254;59;10;248;;x
11255;60;10;232;;x
11256;61;10;236;;x
11257;62;10;240;;x
11258;63;10;244;;x
11259;64;10;248;;x
11260;65;10;232;;x
11261;66;10;236;;x
11262;67;10;240;;x
11263;68;10;244;;x
11264;69;10;248;;x
11265;70;10;232;;x
11266;71;10;236;;x
11267;72;10;240;;x
11268;73;10;244;;x
11269;74;10;248;;x
11270;75;10;232;;x
11271;76;10;236;;x
11272;77;10;240;;x
11273;78;10;244;;x
11274;79;10;248;;x
11275;80;10;232;;x
11276;81;10;236;;x
11277;82;10;240;;x
11278;83;10;244;;x
11279;84;10;248;;x
11280;85;12;232;;x
11281;86;12;236;;x
11282;87;12;240;;x
11283;88;12;244;;x
11284;89;12;248;;x
11285;90;12;232;;x
11286;91;12;236;;x
11287;92;12;240;;x
11288;93;12;244;;x
11289;94;12;248;;x
11290;95;12;232;;x
11291;96;12;236;;x
11292;97;12;240;;x
11293;98;12;244;;x
11294;99;12;248;;x
11295;100;12;232;;x
11296;101;12;236;;x
11297;102;12;240;;x
11298;103;12;244;;x
11299;104;12;248;;x
11300;105;12;232;;x
11301;106;12;236;;x
11302;107;12;240;;x
11303;108;12;244;;x
11304;109;12;248;;x
11305;110;12;232;;x
11306;111;12;236;;x
11307;112;12;240;;x
11308;113;12;244;;x
11309;114;12;248;;x
11310;115;12;232;;x
11311;116;12;236;;x
11312;117;12;240;;x
11313;118;12;244;;x
11314;119;12;248;;x
11315;120;12;232;;x
11316;121;12;236;;x
11317;122;12;240;;x
11318;123;12;244;;x
11319;124;12;248;;x
11320;125;12;232;;x
11321;126;12;236;;x
11322;0;12;240;;x
11323;1;12;244;;x
11324;2;12;248;;x
11325;3;12;232;;x
11326;4;12;236;;x
11327;5;12;240;;x
11328;6;12;244;;x
11329;7;12;248;;x
11330;8;12;232;;x
11331;9;12;236;;x
11332;10;12;240;;x
11333;11;12;244;;x
11334;12;12;248;;x
11335;13;12;232;;x
11336;14;12;236;;x
11337;15;12;240;;x
11338;16;12;244;;x
11339;17;12;248;;x
11340;18;12;232;;x
11341;19;12;236;;x
11342;20;12;240;;x
11343;21;12;244;;x
11344;22;12;248;;x
11345;23;12;232;;x
11346;24;12;236;;x
11347;25;12;240;;x
11348;26;12;244;;x
11349;27;12;248;;x
11350;28;12;232;;x
11351;29;12;236;;x
11352;30;12;240;;x
11353;31;12;244;;x
11354;32;12;248;;x
11355;33;12;232;;x
11356;34;12;236;;x
11357;35;12;240;;x
11358;36;12;244;;x
11359;37;12;248;;x
11360;38;12;232;;x
11361;39;12;236;;x
11362;40;12;240;;x
11363;41;12;244;;x
11364;42;12;248;;x
11365;43;12;232;;x
11366;44;12;236;;x
11367;45;12;240;;x
11368;46;12;244;;x
11369;47;12;248;;x
11370;48;12;232;;x
11371;49;12;236;;x
11372;50;12;240;;x
11373;51;12;244;;x
11374;52;12;248;;x
11375;53;12;232;;x
11376;54;12;236;;x
11377;55;12;240;;x
11378;56;12;244;;x
11379;255;61;128;;x
11380;255;61;255;;x
11381;59;12;236;;x
11382;60;12;240;;x
11383;61;12;244;;x
11384;255;61;129;;x
11385;255;61;254;;x
11386;255;61;130;;x
11387;255;61;253;;x
11388;255;61;131;;x
11389;255;61;252;;x
11390;255;61;132;;x
11391;255;61;251;;x
11392;255;61;133;;x
11393;71;12;244;;x
11394;72;12;248;;x
11395;73;12;232;;x
11396;74;12;236;;x
11397;75;12;240;;x
11398;76;12;244;;x
11399;77;12;248;;x
11400;78;14;232;;x
11401;79;14;236;;x
11402;80;14;240;;x
11403;81;14;244;;x
11404;82;14;248;;x
11405;83;14;232;;x
11406;84;14;236;;x
11407;85;14;240;;x
11408;86;14;244;;x
11409;87;14;248;;x
11410;88;14;232;;x
11411;89;14;236;;x
11412;90;14;240;;x
11413;91;14;244;;x
11414;92;14;248;;x
11415;93;14;232;;x
11416;94;14;236;;x
11417;95;14;240;;x
11418;96;14;244;;x
11419;97;14;248;;x
11420;98;14;232;;x
11421;99;14;236;;x
11422;100;14;240;;x
11423;101;14;244;;x
11424;102;14;248;;x
11425;103;14;232;;x
11426;104;14;236;;x
11427;105;14;240;;x
11428;106;14;244;;x
11429;107;14;248;;x
11430;108;14;232;;x
11431;109;14;236;;x
11432;110;14;240;;x
11433;111;14;244;;x
11434;112;14;248;;x
11435;113;14;232;;x
11436;114;14;236;;x
11437;115;14;240;;x
11438;116;14;244;;x
11439;117;14;248;;x
11440;118;14;232;;x
11441;119;14;236;;x
11442;120;14;240;;x
11443;121;14;244;;x
11444;122;14;248;;x
11445;123;14;232;;x
11446;124;14;236;;x
11447;125;14;240;;x
11448;126;14;244;;x
11449;0;14;248;;x
11450;1;14;232;;x
11451;2;14;236;;x
11452;3;14;240;;x
11453;4;14;244;;x
11454;5;14;248;;x
11455;6;14;232;;x
11456;7;14;236;;x
11457;8;14;240;;x
11458;9;14;244;;x
11459;10;14;248;;x
11460;11;14;232;;x
11461;12;14;236;;x
11462;13;14;240;;x
11463;14;14;244;;x
11464;15;14;248;;x
11465;16;14;232;;x
11466;17;14;236;;x
11467;18;14;240;;x
11468;19;14;244;;x
11469;20;14;248;;x
11470;21;14;232;;x
11471;22;14;236;;x
11472;23;14;240;;x
11473;24;14;244;;x
11474;25;14;248;;x
11475;26;14;232;;x
11476;27;14;236;;x
11477;28;14;240;;x
11478;29;14;244;;x
11479;30;14;248;;x
11480;31;14;232;;x
11481;32;14;236;;x
11482;33;14;240;;x
11483;34;14;244;;x
11484;35;14;248;;x
11485;36;14;232;;x
11486;37;14;236;;x
11487;38;14;240;;x
11488;39;14;244;;x
11489;40;14;248;;x
11490;41;14;232;;x
11491;42;14;236;;x
11492;43;14;240;;x
11493;44;14;244;;x
11494;45;14;248;;x
11495;46;14;232;;x
11496;47;14;236;;x
11497;48;14;240;;x
11498;49;14;244;;x
11499;50;14;248;;x
11500;51;15;232;;x
11501;52;15;236;;x
11502;53;15;240;;x
11503;54;15;244;;x
11504;55;15;248;;x
11505;56;15;232;;x
11506;57;15;236;;x
11507;58;15;240;;x
11508;59;15;244;;x
11509;60;15;248;;x
11510;61;15;232;;x
11511;62;15;236;;x
11512;63;15;240;;x
11513;64;15;244;;x
11514;65;15;248;;x
11515;66;15;232;;x
11516;67;15;236;;x
11517;68;15;240;;x
11518;69;15;244;;x
11519;70;15;248;;x
11520;71;15;232;;x
11521;72;15;236;;x
11522;73;15;240;;x
11523;74;15;244;;x
11524;75;15;248;;x
11525;76;15;232;;x
11526;77;15;236;;x
11527;78;15;240;;x
11528;79;15;244;;x
11529;80;15;248;;x
11530;81;15;232;;x
11531;82;15;236;;x
11532;83;15;240;;x
11533;84;15;244;;x
11534;85;15;248;;x
11535;86;15;232;;x
11536;87;15;236;;x
11537;88;15;240;;x
11538;89;15;244;;x
11539;90;15;248;;x
11540;91;15;232;;x
11541;92;15;236;;x
11542;93;15;240;;x
11543;94;15;244;;x
11544;95;15;248;;x
11545;96;15;232;;x
11546;97;15;236;;x
11547;98;15;240;;x
11548;99;15;244;;x
11549;100;15;248;;x
11550;101;15;232;;x
11551;102;15;236;;x
11552;103;15;240;;x
11553;104;15;244;;x
11554;105;15;248;;x
11555;106;15;232;;x
11556;107;15;236;;x
11557;108;15;240;;x
11558;109;15;244;;x
11559;110;15;248;;x
11560;111;15;232;;x
11561;112;15;236;;x
11562;113;15;240;;x
11563;114;15;244;;x
11564;115;15;248;;x
11565;116;15;232;;x
11566;117;15;236;;x
11567;118;15;240;;x
11568;119;15;244;;x
11569;120;15;248;;x
11570;121;15;232;;x
11571;122;15;236;;x
11572;123;15;240;;x
11573;124;15;244;;x
11574;125;15;248;;x
11575;126;15;232;;x
11576;0;15;236;;"x	"
11577;1;15;240;;"x	"
11578;2;15;244;;"x	"
11579;3;15;248;;"x	"
11580;4;15;232;;"x	"
11581;5;15;236;;"x	"
11582;6;15;240;;"x	"
11583;7;15;244;;"x	"
11584;8;15;248;;"x	"
11585;9;15;232;;"x	"
11586;10;15;236;;"x	"
11587;11;15;240;;"x	"
11588;12;15;244;;"x	"
11589;13;15;248;;"x	"
11590;14;15;232;;"x	"
11591;15;15;236;;"x	"
11592;16;15;240;;"x	"
11593;17;15;244;;"x	"
11594;18;15;248;;"x	"
11595;19;15;232;;"x	"
11596;20;15;236;;"x	"
11597;21;15;240;;"x	"
11598;22;15;244;;"x	"
11599;23;15;248;;"x	"
11600;24;16;232;;x
11601;25;16;236;;x
11602;26;16;240;;x
11603;27;16;244;;x
11604;28;16;248;;x
11605;29;16;232;;x
11606;30;16;236;;x
11607;31;16;240;;x
11608;32;16;244;;x
11609;33;16;248;;x
11610;34;16;232;;x
11611;35;16;236;;x
11612;36;16;240;;x
11613;37;16;244;;x
11614;38;16;248;;x
11615;39;16;232;;x
11616;40;16;236;;x
11617;41;16;240;;x
11618;42;16;244;;x
11619;43;16;248;;x
11620;44;16;232;;x
11621;45;16;236;;x
11622;46;16;240;;x
11623;47;16;244;;x
11624;48;16;248;;x
11625;49;16;232;;x
11626;50;16;236;;x
11627;51;16;240;;x
11628;52;16;244;;x
11629;53;16;248;;x
11630;54;16;232;;x
11631;55;16;236;;x
11632;56;16;240;;x
11633;57;16;244;;x
11634;58;16;248;;x
11635;59;16;232;;x
11636;60;16;236;;x
11637;61;16;240;;x
11638;62;16;244;;x
11639;63;16;248;;x
11640;64;16;232;;x
11641;65;16;236;;x
