#CELTIC FLAVOR STUFF;;;;;;;;;;;;;;x
#Modifiers;;;;;;;;;;;;;;x
VIET_celtic_holy_well_1;Holy Well;Fontaine à dévotion;;;;;;;;;;;;x
VIETceltic.513.desc;My little [From.GetTitledFirstName] is growing up well despite the unusual circumstances of his birth. They say he is quite a capable boy, who has skills in swordsmanship and horseback riding unmatched among his peers. He also seems to display unnatural intelligence and cunning.;Mon petit [From.GetTitledFirstName] a bien grandi malgré les circonstances inhabituelles de sa naissance. Ils disent qu'il est un garçon assez capable, qui a des compétences en espadonnerie et équitation sans égal parmi ses pairs. Il semble également montrer une intelligence et une ruse non naturelle.;;;;;;;;;;;;x
VIETceltic.513.a;That’s my boy!;C'est mon garçon !;;;;;;;;;;;;x
VIETceltic.513.b;I find this worrying…;C'est inquiétant ...;;;;;;;;;;;;x
VIETceltic.514.desc;My little [From.GetTitledFirstName] is growing up well despite the unusual circumstances of her birth. They say she is quite a strong girl, who has learned how to wield sword and master horsemanship, besting many of the boys her age. She also seems to display unnatural intelligence and cunning.;Ma petite [From.GetTitledFirstName] a bien grandi malgré les circonstances inhabituelles de sa naissance. Ils disent qu'elle est une fille assez forte, qui a appris à brandir l'épée et maîtriser l'équitation, en battant beaucoup de garçons de son âge. Elle semble aussi montrer une intelligence et une ruse non naturelle.;;;;;;;;;;;;x
VIETceltic.514.a;That’s my girl!;C'est ma fille !;;;;;;;;;;;;x
VIETceltic.514.b;I find this worrying…;C'est inquiétant ...;;;;;;;;;;;;x
VIETceltic.515.desc;It can’t be! It just can’t be! But… it makes so much sense! I’ve finally learned why all these years people have been mocking me, cruelly scorning me. My father and mother were siblings, and I am the child of their unholy union. People look down on me just because of my parents’ sins!;C'est impossible ... C'est impossible ! Mais ... ça a beaucoup de sens ! J'ai finalement appris pourquoi toutes ces années, les gens se moquaient de moi et se moquait de moi cruellement. Mon père et ma mère étaient des frères et sœurs, et je suis l'enfant de leur union impie. Les gens me regardent juste à cause des péchés de mes parents !;;;;;;;;;;;;x
VIETceltic.515.a;I hate you mom! I hate you dad!;Je te hais maman ! Je te hais papa !;;;;;;;;;;;;x
VIETceltic.516.desc;[From.GetTitledFirstName] has recently learned about the unusual circumstances of [From.GetHerHis] birth. The child has confronted you about this, and though you tried to answer diplomatically, your attempts only frustrated and upset [From.GetHerHim] even more. [From.GetSheHeCap] eventually stormed away, fuming and enraged, ranting and raving.;[From.GetTitledFirstName] a récemment appris les circonstances inhabituelles de sa naissance. L'enfant vous a confronté à ce sujet, et bien que vous ayez essayé de répondre diplomatiquement, vos tentatives ne sont que frustration et bouleversement. [From.GetSheHeCap] est finalement sorti irrité et enragé.;;;;;;;;;;;;x
VIETceltic.516.a;I have a bad feeling about this.;J'ai un mauvais préssentiment.;;;;;;;;;;;;x
VIETceltic.517.desc;Sir Mordred was the traitorous enemy of King Arthur, a despised villain and murderous lout. Yet why do people compare me to this evil man? Simply because I have flaws, and because I am not on best terms with the King of Britain? This is not flattering at all!;Sir Mordred était l'ennemi traître du roi Arthur, un méchant méprisé et un mortel assassiné. Pourtant, pourquoi les gens me comparent-ils à cet homme méchant ? Tout simplement parce que j'ai des défauts, et parce que je ne suis pas dans les meilleurs termes avec le roi de Bretagne ? Ce n'est pas flatteur du tout !;;;;;;;;;;;;x
VIETceltic.517.a;How dare they!;Comment osent-ils ?;;;;;;;;;;;;x
VIETceltic.518.desc;Everybody knows you don’t have the best relationship with [From.GetTitledFirstName], who is considered by [From.GetHerHis] enemies and rivals to be a rather villainous character. In fact, some have compared [From.GetHerHim] to Mordred, the legendary brute and scoundrel who betrayed Arthur!;Tout le monde sait que vous n'avez pas la meilleure des relations avec [From.GetTitledFirstName], qui est considéré par [From.GetHerHis] comme des ennemis et des rivaux comme un personnage plutôt méchant. En fait, certains ont comparé [From.GetHerHim] à Mordred, la légendaire brute et le scélérat qui a trahi Arthur !;;;;;;;;;;;;x
VIETceltic.518.a;He is a villain, and deserves such a reputation!;Il est un méchant, et mérite une telle réputation !;;;;;;;;;;;;x
VIETceltic.518.b;This child of mine is trouble indeed!;Cet enfant est vraiment ennuyeux !;;;;;;;;;;;;x
VIETceltic.519.desc;A most curious man has visited you! A Moor, he claims to be the illegitimate son of one of your lesser knights who died a while back, conceived when this knight traveled to the land of the Mohammedans and had a short affair with a local noblewoman. Wishing to emulate the deeds of King Arthur’s Moorish knight, Morien, he will serve you with great loyalty.;Un homme très curieux vous a rendu une visite ! Un Maure, il prétend être le fils illégitime de l'un de vos  chevaliers qui sont mort depuis longtemps, conçus lorsque ce chevalier se rendit dans la terre des Mahométisme et rencontra une petite femme noble du coin. Désireux d'imiter les actes du chevalier maure du roi Arthur, Morien, il vous servira avec une grande loyauté.;;;;;;;;;;;;x
VIETceltic.519.a;He is welcome at my court.;Il est le bienvenu à ma cour.;;;;;;;;;;;;x
VIETceltic.520.desc;While traveling, you come to a forest. There’s something different about it… something bewitching.;En voyageant, vous entrez dans une forêt. Il y a quelque chose de différent ... quelque chose d'envoûtant.;;;;;;;;;;;;x
VIETceltic.520.a;I wonder why this forest feels so special?;Je me demande pourquoi cette forêt est si spéciale ?;;;;;;;;;;;;x
VIETceltic.521.tooltip;You explore the forest for a bit.;Vous explorez un peu la forêt.;;;;;;;;;;;;x
VIETceltic.521.title;Excalibur;Excalibur;;;;;;;;;;;;x
VIETceltic.521.desc;There, before your eyes, is a lake, surrounded by mists and low-hanging trees. But that is not the most unnerving thing - for there, in the middle of the lake, floating as if it were made of feather, is a sword. A bright, gleaming sword, perfectly smooth. Curious, you edge into the lake, trying to get a clearer view of the sword.\n\nYou pick it up. It is surprisingly light, yet you can feel its strength. On one side is etched the words “Take me up,” and on the other “Cast me away.”\n\nIt takes a while, but you eventually realize why those words sound so familiar.;Là, devant vos yeux, se trouve un lac, entouré de brouillards et d'arbres à faible pendaison. Mais ce n'est pas la chose la plus déconcertante - car là, au milieu du lac, flotte sur l'eau comme une plume une épée. Une épée lumineuse et brillante, parfaitement lisse. Curieux, vous allez dans le lac, en essayant d'avoir une vue plus claire de l'épée.\n\nVous la prenez. Elle est étonnamment légère, mais vous pouvez sentir sa force. D'un côté est gravé les mots "Prenez-moi", et de l'autre "Lâchez-moi". Vous prenez un certain temps, mais vous finirez par comprendre pourquoi ces mots semblent si familiers.;;;;;;;;;;;;x
VIETceltic.521.a;Could this sword be… the legendary Excalibur?!?!?;Serait-il que cette épée soit ... La légendaire Excalibur ?!?!?;;;;;;;;;;;;x
VIETceltic.522.title;Excalibur’s Magic;La magie d'Excalibur;;;;;;;;;;;;x
VIETceltic.522.desc;Somehow… somehow, you healed yourself. Somehow. They say the scabbard containing the sword Excalibur has miraculous healing abilities. Maybe it is the cause of this miracle?;D'une certaine manière ... de quelque façon, vous vous êtes guéri. En quelque sorte. Ils disent que le fourreau contenant l'épée Excalibur a des capacités de guérison miraculeuses. C'est peut-être la cause de ce miracle ?;;;;;;;;;;;;x
VIETceltic.522.a;Who knows.;Qui sait.;;;;;;;;;;;;x
VIETceltic.523.title;Excalibur's Strength;La force d'Excalibur;;;;;;;;;;;;x
VIETceltic.523.desc;How mighty is Excalibur! This is truly the sword of King Arthur, and not a mere replica or fake. You swing your sword in battle, and it is unbreakable, invincible, able to pierce any armor. What fortune you have, to possess such a sword!;Quelle puissance cette Excalibur ! C'est vraiment l'épée du roi Arthur, et pas une simple réplique ou fausse. Vous combattez votre épée dans la bataille, et il est incassable, invincible, capable de percer toute armure. Quelle fortune vous avez, posséder une telle épée !;;;;;;;;;;;;x
VIETceltic.523.a;Your enemies tremble before Excalibur.;Vos ennemis vont tremblez face à Excalibur.;;;;;;;;;;;;x
VIETceltic.524.title;Excalibur;Excalibur;;;;;;;;;;;;x
VIETceltic.524.desc;One of your predecessor's most prized possessions was the sword of King Arthur, Excalibur. With their death, it is only proper that you, the new ruler of Britain, inherit this legendary blade. Unfortunately, the blade is nowhere to be found.\n\nAfter questioning several people, a lesser knight confesses that as your predecessor lay dying, he was instructed to secretly take the sword and throw it back into the lake where it was found.;L'un des biens les plus précieux de votre prédécesseur était l'épée du roi Arthur, Excalibur. Avec sa mort, il est juste que vous, le nouveau souverain de la Bretagne, hérites de cette légendaire lame. Malheureusement, la lame n'est nulle part.\n\nAprès avoir interrogé plusieurs personnes, un chevalier inférieur avoue que, comme votre prédécesseur mourait, il a été chargé de prendre secrètement l'épée et de le jeter dans le lac où elle a été trouvé.;;;;;;;;;;;;x
VIETceltic.524.a;Curses! We must travel to that lake at once!;Malédictions ! Nous devons nous rendre à ce lac tout de suite !;;;;;;;;;;;;x
VIETceltic.525.tooltip;You and your men hurry to the lake. Hopefully it shouldn’t be too hard to find.;Vous et vos hommes vous dépêchez sur le lac. Espérons que cela ne devrait pas être trop difficile à trouver.;;;;;;;;;;;;x
VIETceltic.525.title;Where is Excalibur?;Où est Excalibur;;;;;;;;;;;;x
VIETceltic.525.desc;You and your men eventually find the lake, and begin searching desperately for Excalibur. You all unearth every stone, look behind every tree, even dive to the bottom of the lake. But alas, the sword is nowhere to be found. ;Vous et vos hommes finis par trouver le lac, et commencez à chercher désespérément Excalibur. Vous cherchez sous toutes les pierres, regardez derrière chaque arbre, plongez même au fond du lac. Mais hélas, l'épée ne se trouve nulle part.;;;;;;;;;;;;x
VIETceltic.525.a;It is as if it mysteriously vanished.;C'est comme si elle avait disparu mystérieusement.;;;;;;;;;;;;x
VIETceltic.526.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.526.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.527.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.527.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.528.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.528.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.529.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.529.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.530.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.530.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.531.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.531.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.532.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.532.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.533.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.533.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.534.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.534.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.535.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.535.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.536.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.536.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.537.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.537.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.538.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.538.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETceltic.539.desc;Dxxxxx;Dxxxxx;;;;;;;;;;;;x
VIETceltic.539.a;xxxxx;xxxxx;;;;;;;;;;;;x
