#EVENTS;;;;;;;;;;;;;;x
VIETmisc.2016.desc;A new cosmetic popular among the noblewomen is made using the egg yolk of from quail eggs instead of the usual chicken eggs. But quail eggs are a rare luxury much more suited for gourmet food. Are these women truly vain?;Un nouveau cosmétique populaire parmi les femmes nobles est fait en utilisant le jaune d'oeuf des oeufs de caille au lieu des oeufs de poule habituels. Mais les oeufs de caille sont un luxe rare, beaucoup plus adapté à la gastronomie. Ces femmes sont-elles vraiment vaines ?;;;;;;;;;;x
VIETmisc.2016.a;A useless product!;Un produit inutile !;;;;;;;;;;;;x
VIETmisc.2252.a;Wave back (this is awkward);Retour en arrière (c'est gênant);;;;;;;;;;;;x
VIETmisc.2252.b;Walk away (this is still awkward);Éloignez-vous (c'est toujours gênant);;;;;;;;;;;;x
VIETmisc.2253.desc;Sometimes I wonder how people of the other gender urinate. I mean, I know where it comes out of - I’m not a child, I’m aware of these things - but I’m talking about how they do it. For instance, do they stand up? How do they aim it? Does it come out at a different speed?;Parfois, je me demande comment les gens de l'autre sexe urinent. Je veux dire, je sais d'où ça vient - je ne suis pas un enfant, je suis conscient de ces choses - mais je parle de la façon dont elles le font. Par exemple, se lèvent-elles ? Comment le visent-elles ? Est-ce que ça sort à une vitesse différente ?;;;;;;;;;;x
VIETmisc.2253.a;Such important questions.;Des questions si importantes.;;;;;;;;;;;;x
VIETmisc.2254.desc;You encounter a stream. Since you’re feeling thirsty, you decide to drink some water from it. As you savor the refreshing taste of the water, you remember that upstream is a small village. You suddenly wonder if the locals dispose of their urine into this stream…;Vous rencontrez un ruisseau. Puisque vous avez soif, vous décidez de boire un peu d'eau. En savourant le goût rafraîchissant de l'eau, vous vous rappelez que l'amont est un petit village. Vous vous demandez soudainement si les locaux jettent leur urine dans ce ruisseau...;;;;;;;;;;x
VIETmisc.2254.a;Probably not… right? Right…?;Probablement pas... n'est-ce pas ? N'est-ce pas...?!;;;;;;;;;;;;x
VIETmisc.2254.b;I’ll just enjoy this water.;Je vais juste profiter de cette eau.;;;;;;;;;;;;x
VIETmisc.2254.c;Unlikely, though, now that I think about it. Generally, the peasants would...;Peu probable, cependant, maintenant que j' y pense. En général, les paysans....;;;;;;;;;;;;x
VIETmisc.2255.desc;War. War never changes.;La guerre. La guerre ne change jamais.;;;;;;;;;;x
VIETmisc.2255.a;It doesn't, [Root.Religion.GetRandomGodName] save us all!;Ce n'est pas le cas, [Root.Religion.GetRandomGodName] nous sauver tous !;;;;;;;;;;;;x
VIETmisc.2255.b;Our cause is true in this war, though.;Notre cause est vraie dans cette guerre.;;;;;;;;;;;;x
VIETmisc.2255.c;Humans are bastards.;Les humains sont des enfoirés.;;;;;;;;;;;;x
VIETmisc.2256.desc;One of my courtiers has criticized the strategies and tactics I've been employing during this war. ;Un de mes courtisans a critiqué les stratégies et les tactiques que j'ai utilisées pendant cette guerre.;;;;;;;;;;x
VIETmisc.2256.a;You have a point, actually...;Vous avez raison, en fait...;;;;;;;;;;;;x
VIETmisc.2256.b;Nobody questions me, the [Root.GetTitle]!;Personne ne m'interroge, le [Root.GetTitle] !;;;;;;;;;;;;x
VIETmisc.2256.c;I should explain in detail the reasoning behind my cunning decisions...;Je dois expliquer en détail le raisonnement qui sous-tend mes décisions astucieuses...;;;;;;;;;;;;x
VIETmisc.2257.desc;This war we fight has already cost many lives, and many more will die. Can I really say that I enjoy war?;Cette guerre que nous menons a déjà coûté de nombreuses vies, et beaucoup d'autres mourront. Puis-je vraiment dire que j'aime la guerre ?;;;;;;;;;;x
VIETmisc.2257.a;Yes!;Oui !;;;;;;;;;;;;x
VIETmisc.2257.b;No.;Non.;;;;;;;;;;;;x
VIETmisc.2258.desc;While discussing war plans with a courtier, they give you a useful idea.;En discutant des plans de guerre avec un courtisan, ils vous donnent une idée utile.;;;;;;;;;;x
VIETmisc.2258.a;Very clever! This will give us an advantage, surely.;Très malin! Cela nous donnera sûrement un avantage.;;;;;;;;;;;;x
VIETmisc.2259.desc;Even in your sleep, in your dreams, you think about this war. It's all you ever think of!;Même dans votre sommeil, dans vos rêves, vous pensez à cette guerre. Vous ne pensez qu'à ça !;;;;;;;;;;x
VIETmisc.2259.a;Why can't I have a moment of peace?;Pourquoi je ne peux pas avoir un moment de paix ?;;;;;;;;;;;;x
VIETmisc.2260.desc;It appears some of your soldiers have acted dishonorably towards the enemy while on duty.;Il semble que certains de vos soldats aient agi de façon déshonorante envers l'ennemi pendant leur service.;;;;;;;;;;x
VIETmisc.2260.a;Punish them. We have a code of honor to adhere to!;Punissez-les. Nous avons un code d'honneur à respecter !;;;;;;;;;;;;x
VIETmisc.2260.b;Ignore the matter.;Ignorez le problème.;;;;;;;;;;;;x
VIETmisc.2260.c;Praise them! Our enemies will fear us.;Louez-les ! Nos ennemis nous craignent.;;;;;;;;;;;;x
VIETmisc.2261.desc;An old veteran has offered me some useful suggestions on how best to conduct the ongoing war.;Un ancien combattant m' a offert quelques suggestions utiles sur la meilleure façon de mener la guerre en cours.;;;;;;;;;;x
VIETmisc.2261.a;His experience sure came in handy!;Son expérience s'est avérée très utile !;;;;;;;;;;;;x
VIETmisc.2262.desc;It seems like the merchants supplying my armies have been unable to fully keep up with our demands. Though the problem has been dealt with properly for now, these turn of events worry me a lot, as our resources are stretching a bit thin.;Il semblerait que les marchands qui approvisionnent mes armées n'ont pas été en mesure de répondre pleinement à nos demandes. Bien que le problème ait été réglé correctement pour l'instant, cette tournure des événements m'inquiète beaucoup, car nos ressources sont un peu minces.;;;;;;;;;;x
VIETmisc.2262.a;We will have to make the best of it.;Nous devrons en tirer le meilleur parti.;;;;;;;;;;;;x
VIETmisc.2263.desc;There are rumors among my troops that supernatural forces are working against us in this war. Whether these rumors are true or not, my men are increasingly demoralized!;Il y a des rumeurs parmi mes troupes que des forces surnaturelles travaillent contre nous dans cette guerre. Que ces rumeurs soient vraies ou non, mes hommes sont de plus en plus démoralisés !;;;;;;;;;;x
VIETmisc.2263.a;This is not good.;Ce n'est pas bon.;;;;;;;;;;;;x
VIETmisc.2264.desc;An enemy spy has been captured! It seems like he was sent by your enemy in this war to assess your troops and your possible strategies.;Un espion ennemi a été capturé! On dirait qu'il a été envoyé par votre ennemi dans cette guerre pour évaluer vos troupes et vos stratégies possibles.;;;;;;;;;;x
VIETmisc.2264.a;Imprison him. Maybe he will reveal his secrets with some "encouragement.";Emprisonnez-le. Peut-être qu'il révélera ses secrets avec un peu "d'encouragement".;;;;;;;;;;;;x
VIETmisc.2264.b;Behead him now, and send his head back to the enemy!;Décapitez-le maintenant, et renvoyez sa tête à l'ennemi !;;;;;;;;;;;;x
VIETmisc.2265.desc;I’ve heard that many of the peasants under my rule are not eager to partake in this war. They claim that they suffer a lot for what seems to be pointless fighting.;J'ai entendu dire que beaucoup de paysans sous mon règne n'ont pas hâte de participer à cette guerre. Ils prétendent qu'ils souffrent beaucoup pour ce qui semble être des combats inutiles.;;;;;;;;;;x
VIETmisc.2265.a;They should be happy, those useless pieces of filth!;Ils devraient être heureux, ces saloperies inutiles !;;;;;;;;;;;;x
VIETmisc.2265.b;Though we must fight, I do feel bad for what the peasants have to go through.;Même si nous devons nous battre, je me sens mal pour ce que les paysans doivent endurer.;;;;;;;;;;;;x
VIETmisc.2266.desc;Excellent! One of my spies managed to gather some useful information concerning the enemy’s movements and plans. ;Excellent ! Un de mes espions a réussi à rassembler des informations utiles sur les mouvements et les plans de l'ennemi.;;;;;;;;;;x
VIETmisc.2266.a;We can use this information to prepare our own counter-plans.;Nous pouvons utiliser ces informations pour préparer nos propres plans d'action.;;;;;;;;;;;;x
VIETmisc.2267.desc;One of my guards seems to be unhappy about this war. It seems he personally knows some of the soldiers fighting for the other side.;Un de mes gardes semble malheureux dans cette guerre. Il semblerait qu'il connaîsse personnellement certains soldats qui se battaient pour l'autre camp.;;;;;;;;;;x
VIETmisc.2267.a;They are your enemy. That’s just how it is.;Ils sont vos ennemis. C'est exactement comme ça.;;;;;;;;;;;;x
VIETmisc.2267.b;I’m sorry to hear that.;Je suis désolé de l'apprendre.;;;;;;;;;;;;x
VIETmisc.2267.c;Now why do you know them? That sounds suspicious...;Pourquoi les connaissez-vous ? Ça semble suspect...;;;;;;;;;;;;x
VIETmisc.2268.desc;Sometimes I wonder whether this war will ever turn out well in the long run. Even if my side does end up winning, is that any comfort, knowing that we’ve only lived to fight another day?;Je me demande parfois si cette guerre se finira bien sur le long terme.  Même si mon camp finit par gagner, est-ce un réconfort, sachant que nous n'avons vécu que pour nous battre un autre jour ?;;;;;;;;;;x
VIETmisc.2268.a;I don’t know.;Je ne sais pas.;;;;;;;;;;;;x
VIETmisc.2269.desc;I wonder whether [Root.Religion.GetRandomGodName] approves of this war.;Je me demande si [Root.Religion.GetRandomGodName] approuve cette guerre.;;;;;;;;;;x
VIETmisc.2269.a;Of course!;Bien sûr !;;;;;;;;;;;;x
VIETmisc.2269.b;No, I would think not.;Non, je ne pense pas.;;;;;;;;;;;;x
VIETmisc.2270.desc;Someone wasn't looking at where they were going! A courtier has tripped and hit their head on a rock.;Quelqu'un ne regardait pas où ils allaient ! Un courtisan a trébuché et s'est cogné la tête sur un rocher.;;;;;;;;;;x
VIETmisc.2270.a;Somebody, help!;Quelqu'un, à l'aide !;;;;;;;;;;;;x
VIETmisc.2271.desc;This rock is unusually shaped. I found it in my garden, and find it an interesting little thing, for it is beautiful, unearthly so, almost like a gemstone in a way. Maybe it is a good sign from [Root.Religion.GetRandomGodName]?;Cette roche a une forme inhabituelle. Je l'ai trouvé dans mon jardin, et je le trouve une petite chose intéressante, car c'est beau, si peu terre-à-terre, presque comme une pierre précieuse en quelque sorte. C'est peut-être un bon signe de [Root.Religion.GetRandomGodName] ?;;;;;;;;;;x
VIETmisc.2271.a;I'll keep it for now, anyways.;Je vais le garder pour l'instant, de toute façon.;;;;;;;;;;;;x
VIETmisc.2272.desc;You pass by a large boulder, said by the peasants who worship it to be a holy object of immense spiritual power.;Vous passez à côté d'un gros rocher, les paysans semble l'adorer comme un objet sacré d'une immense puissance spirituelle.;;;;;;;;;;x
VIETmisc.2272.a;Pray a bit.;Priez un peu.;;;;;;;;;;;;x
VIETmisc.2272.b;Sounds like a silly superstition, doesn't it?;On dirait une superstition idiote, n'est-ce pas ?;;;;;;;;;;;;x
VIETmisc.2273.desc;Farmers nearby have discovered what appears to be the bones of some large, fantastical beast, trapped in stone. Or, at least, you think it is some sort of creature’s skeleton. It looks nothing like any being you've seen before.;Les fermiers des environs ont découvert ce qui semble être les os d'une grosse bête fantastique, piégée dans la pierre. Ou du moins, vous pensez que c'est le squelette d'une sorte de créature. Il ne ressemble à aucun être que vous avez déjà vu.;;;;;;;;;;x
VIETmisc.2273.a;I want to study this. Maybe it is an animal from ancient times!;Je veux étudier ça. C'est peut-être un animal des temps anciens !;;;;;;;;;;;;x
VIETmisc.2273.b;Doesn't seem useful. Grind it down to use in building, medicine, or something.;Ça ne semble pas utile. On peut l'utiliser dans le bâtiment, la médecine ou autre chose.;;;;;;;;;;;;x
VIETmisc.2273.c;It would do as a nice, if odd, decoration in my house.;C'est une décoration sympa, quoique bizarre, dans ma maison.;;;;;;;;;;;;x
VIETmisc.2274.desc;While taking a drink from a stream near your residence, you observe the colorful, pretty pebbles deposited on the riverbed.;En buvant un verre dans un ruisseau près de votre résidence, vous observez les jolis cailloux colorés déposés sur le lit de la rivière.;;;;;;;;;;x
VIETmisc.2274.a;What shiny little things, these pebbles.;Quelles petites choses brillantes, ces cailloux.;;;;;;;;;;;;x
VIETmisc.2274.b;I’ll find the nicer ones and give them to my children.;Je trouverai les plus beaux et je les donnerai à mes enfants.;;;;;;;;;;;;x
VIETmisc.2275.desc;I have heard fantastical stories of how the peoples of Hindustan worship stones carved into the shape of a phallus, called “lingams,” and those carved into the shape of a vagina, called “yoni.” Quite shocking!;J'ai entendu des histoires fantastiques sur la façon dont les peuples de l'Hindoustan adorent les pierres taillées en forme de phallus, appelées "lingams", et celles taillées en forme de vagin, appelées "yoni". C'est choquant !;;;;;;;;;;x
VIETmisc.2275.a;Disgusting, sin-loving, heathen idol-worshippers, that’s what it is.;Des idolâtres païens répugnants et pécheurs, voilà ce que c'est.;;;;;;;;;;;;x
VIETmisc.2275.b;That’s strange. Who the heck would bother?;C'est étrange, ça. Qui ça dérangerait ?;;;;;;;;;;;;x
VIETmisc.2275.c;Maybe there’s a purpose behind it we don’t understand.;Peut-être qu'il y a un but derrière tout ça que nous ne comprenons pas.;;;;;;;;;;;;x
VIETmisc.2276.desc;Lately a noticeable number of miners in several nearby mines have been suffering from various types of illnesses. They place blame on the kobolds, troublesome, evil, goblin-like sprites that are said to frequent these mines by embedding themselves in the rock and stone.;Récemment, un nombre notable de mineurs dans plusieurs mines voisines ont souffert de divers types de maladies. Ils rejettent le blâme sur les kobolds, ces lutins malfaisants et maléfiques qui, dit-on, fréquentent ces mines en s'enfonçant dans la roche et la pierre.;;;;;;;;;;x
VIETmisc.2276.a;What news!;Quelle nouvelle !;;;;;;;;;;;;x
VIETmisc.2277.desc;A traveler shows me a special napkin he got in Persia. To clean it, he simply throws it into a fire, and after a while, all the grime and dirt is magically gone! He says that the napkin is made from a type of rock known as asbestos, which some say originates from the skin of the fire-breathing salamander.;Un voyageur me montre une serviette spéciale qu'il a achetée en Perse. Pour le nettoyer, il le jette simplement dans un feu, et au bout d'un moment, toute la crasse et la saleté disparaissent comme par magie ! Il dit que la serviette est faite à partir d'un type de roche appelée amiante, dont certains disent qu'elle provient de la peau de la salamandre qui respire le feu.;;;;;;;;;;x
VIETmisc.2277.a;I'd like to buy that napkin!;J'aimerais acheter cette serviette !;;;;;;;;;;;;x
VIETmisc.2277.b;It looks interesting, but you can keep it.;Ça a l'air intéressant, mais vous pouvez le garder.;;;;;;;;;;;;x
VIETmisc.2278.desc;I've been having some mild skin issues lately - mainly just some bad acne and rashes. The doctors prescribed me a cream whose main ingredient is ground sulfur.;J'ai eu quelques problèmes de peau doux ces derniers temps - principalement juste quelques mauvais acné et des éruptions cutanées. Les médecins m'ont prescrit une crème dont l'ingrédient principal est le soufre moulu.;;;;;;;;;;x
VIETmisc.2278.a;Hopefully this works!;Espérons que ça marche !;;;;;;;;;;;;x
VIETmisc.2278.b;You know, I don't like the look of that.;Vous savez, je n'aime pas ça.;;;;;;;;;;;;x
VIET_paneeer_1;\n\nPaneer with puréed spniach curry;\n\nPaneer au curry purée d'épinards;;;;;;;;;;x
VIET_paneeer_2;\n\nChunks of marinated paneer put on skewers and roasted;\n\nMorceaux de paneer mariné, mis sur brochettes et rôtis;;;;;;;;;;x
VIET_paneeer_3;\n\nPaneer tikka, but in a warm gravy;\n\nPaneer tikka, mais dans une sauce chaude;;;;;;;;;;x
VIET_paneeer_4;\n\nSpiced paneer and peas in a creamy sauce;\n\nPaneer épicé et petit pois dans une sauce crémeuse;;;;;;;;;;x
VIETmisc.2279.desc;I'm in the mood for some paneer. However, there are many ways to eat this cheese, many different sauces, stews, and so on I could eat it with.... After careful deliberation, I decide I want some...;Je suis d'humeur pour un paneer. Cependant, il y a beaucoup de façons de manger ce fromage, beaucoup de sauces différentes, des ragoûts, et ainsi de suite je pourrais le manger avec.... Après mûre réflexion, je décide que je veux du...;;;;;;;;;;x
VIETmisc.2279.a;Palak Paneer;Palak Paneer;;;;;;;;;;;;x
VIETmisc.2279.b;Paneer tikka;Paneer tikka;;;;;;;;;;;;x
VIETmisc.2279.c;Paneer tikka masala;Paneer tikka masala;;;;;;;;;;;;x
VIETmisc.2279.d;Mattar paneer;Mattar paneer;;;;;;;;;;;;x
VIETmisc.2280.desc;Khichri isn't the most delicious or creative of dishes. That said, like everyone else, you see it as comfort food. Even as you eat it now, savoring the simple combination of buttered rice and lentils, you feel at peace.;Le Khichri n'est pas le plat le plus délicieux ou le plus créatif. Cela dit, comme tout le monde, vous voyez ça comme une nourriture réconfortante. Même quand vous le mangez maintenant, savourant la simple combinaison de riz au beurre et de lentilles, vous vous sentez en paix.;;;;;;;;;;x
VIETmisc.2280.a;Even the simplest of meals can be satisfying.;Même les repas les plus simples peuvent être satisfaisants.;;;;;;;;;;;;x
VIETmisc.2281.desc;The paratha bread traditionally eaten by the peoples of Hindustan are often stuffed with various ingredients such as vegetables or spices. For today's dinner, my cook wants to know what sort of ingredients I want my paratha bread to have.;Le pain paratha traditionnellement consommé par les peuples de l'Hindoustan est souvent farci avec divers ingrédients tels que des légumes ou des épices. Pour le dîner d'aujourd'hui, mon cuisinier veut savoir quels ingrédients je veux que mon pain de paratha contienne.;;;;;;;;;;x
VIETmisc.2281.a;The hearty flavors of lentils or chickpeas call to me;Les saveurs chaleureuses de lentilles ou de pois chiches m'appellent;;;;;;;;;;;;x
VIETmisc.2281.b;I have a desire for simple vegetables;J'ai envie de légumes simples;;;;;;;;;;;;x
VIETmisc.2281.c;Why not add in a good mix of spicy spices;Pourquoi ne pas ajouter dans un bon mélange d'épices piquant;;;;;;;;;;;;x
VIETmisc.2281.d;As a person of prestige, I will go with succulent meats;En tant que personne de prestige, je demande de mettre des viandes succulentes.;;;;;;;;;;;;x
VIETmisc.2282.desc;Uh-oh. One of my courtiers just drank too much bhang lassi. Normally lassi is just water, yogurt, some spices, and at most a little fruit, but some adventurous types prefer this style of lassi which is prepared with liquid cannabis. "Yeah... lliiikkkeee woooaaahhh... mmyyyy [Root.GetTitle], did you... ddiiiddd you seeeee that?" your courtier says, trying to form coherent words.;Uh-oh. Un de mes courtisans vient de boire trop de bhang lassi. Normalement, le lassi n'est que de l'eau, du yaourt, quelques épices, et tout au plus un peu de fruit, mais certains types aventureux préfèrent ce style de lassi qui est préparé avec du cannabis liquide. "Ouais... Coooommmeeeee woooaaaahhh... moooooon [Root.GetTitle], est-ce que... Esssssst-ce que...vous avez vu ça ?" dit votre courtisan, en essayant de former des mots cohérents.;;;;;;;;;;x
VIETmisc.2282.a; Alright, that's enough bhang for you.;Bon, ça suffit pour vous.;;;;;;;;;;;;x
VIETmisc.2283.desc;There are rumors floating around that I recently tried some beef out of curiosity and liked it! ;Il y a des rumeurs qui circulent que j'ai récemment essayé du boeuf par curiosité et que j'ai aimé ça !;;;;;;;;;;x
VIETmisc.2283.a;Me? No, no way. I’d never!;Moi ? Non, impossible. Jamais !;;;;;;;;;;;;x
VIETmisc.2283.b;Well… um… it’s something I don’t admit to most, but there was one time…;Eh bien.... euh... c'est quelque chose que je n'admet pas la plupart du temps, mais il y a eu une fois...;;;;;;;;;;;;x
VIET_evil_cow_eater;\n\nIt was just once, I swear! Anyways, so this one time, I happened to come across a...;\n\nC'était juste une fois, je le jure ! Quoi qu'il en soit, donc cette fois, je suis tombé sur un...;;;;;;;;;;x
VIETmisc.2284.desc;As Muslim, Arab, and Persian influence grows in India, many people have started eating their foods and producing local variations. For example, they eat so-called "kebabs" made of skewered meat are becoming very popular. Even vegetarians enjoy a variation made with legumes or paneer cheese.;Comme l'influence musulmane, arabe et persane s'accroît en Inde, de nombreuses personnes ont commencé à manger leurs aliments et à produire des variantes locales. Par exemple, ils mangent ce qu'on appelle des "kebabs" faits de viande en brochettes qui deviennent très populaires. Même les végétariens apprécient une variante à base de légumes secs ou de paneer.;;;;;;;;;;x
VIETmisc.2284.a;Strange food... but having tried it myself, I admit it's tasty!;Étrange nourriture... mais après l'avoir essayée moi-même, je reconnais qu'elle est savoureuse !;;;;;;;;;;;;x
VIETmisc.2284.b;Our cuisine will not be infected by them! Remove the kebabs! Remove them!;Notre cuisine ne sera pas infectée par eux ! Enlevez les brochettes ! Enlevez-les !;;;;;;;;;;;;x
VIETmisc.2285.desc;A walking saint indeed! Stories of a humble and charitable holy man have circulated around these parts, about how he travels the region giving gifts to children and the needy and spreading good cheer. He is an inspiration to all.;Un saint ambulant, en effet ! Des histoires d'un saint homme humble et charitable ont circulé dans ces régions, sur la façon dont il parcourt la région en offrant des cadeaux aux enfants et aux nécessiteux et en répandant la bonne humeur. Il est une source d'inspiration pour tous.;;;;;;;;;;x
VIETmisc.2285.a;That's good to hear.;C'est bon à entendre.;;;;;;;;;;;;x
VIETmisc.2285.b;Bah, humbug!;Bah, saloperie !;;;;;;;;;;;;x
VIETmisc.2286.desc;People say that Saint Nicholas, the charitable and kind saint from Anatolia, still lives to this very day in the remote parts of Spain, of all places, and that every winter, he travels throughout Christendom by giving exotic gifts such as citrus fruits!;On dit que Saint Nicolas, le saint bienveillant et aimable d'Anatolie, vit encore aujourd'hui dans les contrées lointaines d'Espagne, dans d'autres endroits, et que chaque hiver, il voyage dans toute la Chrétienté en donnant des cadeaux exotiques comme des agrumes !;;;;;;;;;;x
VIETmisc.2286.a;Bah, humbug!;Bah, saloperie !;;;;;;;;;;;;x
VIETmisc.2286.b;Maybe Saint Nicholas will visit me someday?;Peut-être que Saint Nicolas me rendra-t-il visite un jour ?;;;;;;;;;;;;x
VIETmisc.2286.c;Feliz Navidad!;Feliz Navidad !;;;;;;;;;;;;x
VIETmisc.2287.desc;I'm standing under mistletoe, but no one is or wants to be near me. I am alone.;Je suis sous le gui, mais personne n'est ou ne veut être près de moi. Je suis seul.;;;;;;;;;;x
VIETmisc.2287.a;I feel so lonely.;Je me sens si seul.;;;;;;;;;;;;x
VIETmisc.2287.b;Bah, humbug!;Bah, saloperie !;;;;;;;;;;;;x
VIETmisc.2288.desc;In a nearby town, I pass by children eating candy canes. They offer my some.;Dans une ville voisine, je croise des enfants qui mangent des sucreries. Ils m'en offrent.;;;;;;;;;;x
VIETmisc.2288.a;Thank you, you kids are very sweet!;Merci, vous êtes très gentils !;;;;;;;;;;;;x
VIETmisc.2288.b;No thank you, but you are very kind.;Non merci, mais vous êtes très gentil.;;;;;;;;;;;;x
VIETmisc.2288.c;Bah, humbug!;Bah, saloperie !;;;;;;;;;;;;x
VIETmisc.2289.desc;Someone has presented me with a nice gift - a wonderfully crafted nutcracker, painted with vibrant colors and made to resemble my own image. It'll be useful for eating nuts, of course, but they also say it scares away evil spirits as it bares its nut-cracking teeth at them.;Quelqu'un m'a offert un beau cadeau - un casse-noix merveilleusement fait, peint avec des couleurs vives et fait pour ressembler à ma propre image. Il sera utile pour manger des noix, bien sûr, mais ils disent aussi qu'il effraie les mauvais esprits en leur barrant les dents qui cassent les noix.;;;;;;;;;;x
VIETmisc.2289.a;Heh heh, let's go crack some nuts!;Héhé, allons casser des noix !;;;;;;;;;;;;x
VIETmisc.2289.b;Bah, humbug!;Bah, saloperie !;;;;;;;;;;;;x
VIETmisc.2290.desc;I noticed one day that there was a significant amount of moss growing on one of my palace’s walls. It was in a secluded, lesser-visited area of my residence, so it wasn’t something most people would’ve noticed, but it was no less an eyesore. For some reason, though I could simply let the servants remove the moss, I was feeling energetic and wanted to take care of it myself…;J'ai remarqué un jour qu'il y avait une quantité importante de mousse qui poussait sur l'un des murs de mon palais. C'était dans un endroit isolé et moins fréquenté de ma résidence, donc ce n'était pas quelque chose que la plupart des gens auraient remarqué, mais ce n'était pas moins pénible. Pour une raison quelconque, bien que je pouvais simplement laisser les serviteurs enlever la mousse, je me sentais énergique et je voulais m'en occuper moi-même...;;;;;;;;;;x
VIETmisc.2290.a;Yes! A bit of exercise should do me some good.;Oui ! Un peu d'exercice devrait me faire du bien.;;;;;;;;;;;;x
VIETmisc.2290.b;It’s a nice thought, but let’s have the servants deal with it.;C'est une bonne idée, mais laissons les domestiques s'en occuper.;;;;;;;;;;;;x
VIETmisc.2290.c;Why should it be removed at all? Does it matter?;Pourquoi devrait-il être supprimé ? C'est important ?;;;;;;;;;;;;x
VIETmisc.2291.desc;Traveling has always been dangerous in the unpredictable climate of the [Root.Culture.GetName] regions - a pleasant day with lukewarm temperature can suddenly turn into a snowy, life-threatening blizzard - so we traditionally stuffed our shoes and clothes with moss for insulation. However, while traveling a bit today, it appears I stuffed too much moss into my boots.;Les voyages ont toujours été dangereux dans le climat imprévisible des régions [Root.Culture.GetName] - une journée agréable avec une température tiède peut soudainement se transformer en un blizzard enneigé et mortellement dangereux - nous avons donc traditionnellement bourré nos chaussures et nos vêtements de mousse isolante. Cependant, en voyageant un peu aujourd'hui, il semble que j'ai mis trop de mousse dans mes bottes.;;;;;;;;;;x
VIETmisc.2291.a;It was really uncomfortable walking around, and I looked comical.;C'était vraiment inconfortable de se promener, et j'avais l'air comique.;;;;;;;;;;;;x
VIETmisc.2292.desc;While outside one day, enjoying the unusually pleasant weather, you come across a small pond surrounded by large boulders. On those rocks happened to be large layers of moss - enough, it seemed, for a good nap.;En dehors d'une journée, profitant d'un temps exceptionnellement agréable, vous tomberez sur un petit étang entouré de gros blocs rocheux. Sur ces rochers se trouvaient de grandes couches de mousse - assez, semblait-il, pour une bonne sieste.;;;;;;;;;;x
VIETmisc.2292.a;Take a nap, admire the scenery, relax a bit...;Faites une sieste, admirez le paysage, détendez-vous un peu...;;;;;;;;;;;;x
VIETmisc.2293.desc;I pass a small river, and see a large turtle sitting by it. Actually, it just sits there, doing nothing, not giving a damn. In a way, it looks kind of formidable.;Je passe à côté d'une petite rivière, et je vois une grande tortue allongée près d'elle. En fait, il reste là, à ne rien faire, sans se soucier. D'une certaine façon, ça a l'air formidable.;;;;;;;;;;x
VIETmisc.2293.a;Lazy little bugger.;Petite paresseuse.;;;;;;;;;;;;x
VIETmisc.2293.b;What a life that fellow must have! He seems to enjoy things.;Quelle vie ce truc doit avoir ! Il semble apprécier les choses.;;;;;;;;;;;;x
VIETmisc.2293.c;Clearly it's a great spirit, and I should pay my respects.;C'est clairement un grand esprit, et je devrais vous présenter mes respects.;;;;;;;;;;;;x
VIETmisc.2294.desc;A large bird lands near you. Figuring it probably isn’t going to do anything, you turn away and resume chatting with your courtiers. "So, anyways,” you continue, “as I was saying - “"\n\n"SSSSSQQQQWWWWWAAAAAKKKKK.";Un grand oiseau atterrit près de vous. En pensant que cela ne va probablement rien faire, vous vous détournez et recommencez à bavarder avec vos courtisans. "Donc, de toute façon", tu continues, "comme je disais - "\n\n"SSSSSQQQQWWWWWAAAAAKKKKK.";;;;;;;;;;x
VIETmisc.2294.a;I turn around, but the bird seems alright.;Je me retourne, mais l'oiseau semble aller bien.;;;;;;;;;;;;x
VIETmisc.2295.tooltip;Um... okay... never mind…. Back to the conversation.;Um... ok... laissez tomber.... Revenons à la conversation.;;;;;;;;;;x
VIETmisc.2295.desc;"Sorry, just thought... well, anyhow, like I said, I think that - "\n\n"SSSSSQQQQWWWWWAAAAAKKKKK."\n\nYou turn around, and the bird marches around as if nothing happened.;""Désolé, j'ai juste pensé... eh bien, de toute façon, comme je l'ai dit, je pense que -"\n\n"SSSSSQQQQWWWWWAAAAAKKKKK."\n\nVous vous retournez et l'oiseau marche comme si de rien n'était.;;;;;;;;;;x
VIETmisc.2295.a;Shoo! Go away, vile beast!;Oust ! Va-t'en, sale bête !;;;;;;;;;;;;x
VIETmisc.2295.b;Heh heh, what a silly creature.;Quelle créature idiote.;;;;;;;;;;;;x
VIETmisc.2296.desc;I am at a port in my realm to discuss matters with some local merchants. While we take a break, I notice some seabirds - petrels, they're called - and walk towards them, curious. Suddenly, the sailors warn me not to near the bird - accidentally touching it might bring bad luck!;Je suis dans un port de mon royaume pour discuter avec des commerçants locaux. Pendant que nous faisons une pause, je remarque quelques oiseaux de mer - les pétrels, on les appelle - et je marche vers eux, curieux. Soudainement, les marins m'avertissent de ne pas approcher l'oiseau - le toucher accidentellement pourrait porter malheur !;;;;;;;;;;x
VIETmisc.2296.a;Haha, oh look, I'm touching it! Really scary, huh? Pfft.;Haha, oh regardez, je le touche ! Vraiment effrayant, hein ? Pfft.;;;;;;;;;;;;x
VIETmisc.2296.b;Oh dear. I'll keep my distance then.;Oh mon Dieu. Je garderai mes distances alors.;;;;;;;;;;;;x
